"@timestamp","@version","@version.keyword","_id","_index","_score","agent.ephemeral_id","agent.ephemeral_id.keyword","agent.id","agent.id.keyword","agent.name","agent.name.keyword","agent.type","agent.type.keyword","agent.version","agent.version.keyword","ecs.version","ecs.version.keyword","event.original","event.original.keyword","event_type","event_type.keyword","host.architecture","host.architecture.keyword","host.containerized","host.hostname","host.hostname.keyword","host.ip","host.ip.keyword","host.mac","host.mac.keyword","host.name","host.name.keyword","host.os.codename","host.os.codename.keyword","host.os.family","host.os.family.keyword","host.os.kernel","host.os.kernel.keyword","host.os.name","host.os.name.keyword","host.os.platform","host.os.platform.keyword","host.os.type","host.os.type.keyword","host.os.version","host.os.version.keyword","input.type","input.type.keyword","log.file.path","log.file.path.keyword","log.offset","log_type","log_type.keyword",message,"message.keyword",severity,"severity.keyword",tags,"tags.keyword",type,"type.keyword"
"Feb 6, 2026 @ 21:18:54.760",1,1,CpybNJwBviOLClnmj8oa,"syslog-2026.02.06","-","715b75cc-4293-4f28-99c4-c896c00edf85","715b75cc-4293-4f28-99c4-c896c00edf85","78789be5-2faa-4eae-aee8-f474c67f411c","78789be5-2faa-4eae-aee8-f474c67f411c",filebeat,filebeat,filebeat,filebeat,"8.11.0","8.11.0","8.0.0","8.0.0","Feb  6 20:18:50 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=13', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=36', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=36', processed='center(received)=36', dropped='global(internal_source)=0', processed='global(internal_source)=6', queued='global(internal_source)=0', processed='destination(d_server)=36', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=36', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=36', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=236', stamp='src.internal(s_test#1)=1770408559', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=6', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1372'","Feb  6 20:18:50 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=13', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=36', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=36', processed='center(received)=36', dropped='global(internal_source)=0', processed='global(internal_source)=6', queued='global(internal_source)=0', processed='destination(d_server)=36', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=36', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=36', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=236', stamp='src.internal(s_test#1)=1770408559', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=6', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1372'","Suspicious Process","Suspicious Process","x86_64","x86_64",false,filebeat,filebeat,"172.19.0.9","172.19.0.9","A6-4C-6B-2F-FF-D7","A6-4C-6B-2F-FF-D7",filebeat,filebeat,focal,focal,debian,debian,"6.6.87.2-microsoft-standard-WSL2","6.6.87.2-microsoft-standard-WSL2",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"20.04.6 LTS (Focal Fossa)","20.04.6 LTS (Focal Fossa)",log,log,"/var/log/syslog-ng/syslog-client/syslog-ng.log","/var/log/syslog-ng/syslog-client/syslog-ng.log","87,701",syslog,syslog,"Feb  6 20:18:50 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=13', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=36', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=36', processed='center(received)=36', dropped='global(internal_source)=0', processed='global(internal_source)=6', queued='global(internal_source)=0', processed='destination(d_server)=36', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=36', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=36', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=236', stamp='src.internal(s_test#1)=1770408559', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=6', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1372'","Feb  6 20:18:50 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=13', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=36', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=36', processed='center(received)=36', dropped='global(internal_source)=0', processed='global(internal_source)=6', queued='global(internal_source)=0', processed='destination(d_server)=36', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=36', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=36', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=236', stamp='src.internal(s_test#1)=1770408559', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=6', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1372'",high,high,"beats_input_codec_plain_applied, suspicious_process, security_event","beats_input_codec_plain_applied, suspicious_process, security_event",beats,beats
"Feb 6, 2026 @ 21:09:22.367",1,1,CZySNJwBviOLClnm08ot,"syslog-2026.02.06","-","715b75cc-4293-4f28-99c4-c896c00edf85","715b75cc-4293-4f28-99c4-c896c00edf85","78789be5-2faa-4eae-aee8-f474c67f411c","78789be5-2faa-4eae-aee8-f474c67f411c",filebeat,filebeat,filebeat,filebeat,"8.11.0","8.11.0","8.0.0","8.0.0","Feb  6 20:09:19 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=11', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=35', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=35', processed='center(received)=35', dropped='global(internal_source)=0', processed='global(internal_source)=5', queued='global(internal_source)=0', processed='destination(d_server)=35', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=35', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=35', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=204', stamp='src.internal(s_test#1)=1770407987', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=5', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1371'","Feb  6 20:09:19 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=11', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=35', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=35', processed='center(received)=35', dropped='global(internal_source)=0', processed='global(internal_source)=5', queued='global(internal_source)=0', processed='destination(d_server)=35', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=35', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=35', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=204', stamp='src.internal(s_test#1)=1770407987', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=5', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1371'","Suspicious Process","Suspicious Process","x86_64","x86_64",false,filebeat,filebeat,"172.19.0.9","172.19.0.9","A6-4C-6B-2F-FF-D7","A6-4C-6B-2F-FF-D7",filebeat,filebeat,focal,focal,debian,debian,"6.6.87.2-microsoft-standard-WSL2","6.6.87.2-microsoft-standard-WSL2",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"20.04.6 LTS (Focal Fossa)","20.04.6 LTS (Focal Fossa)",log,log,"/var/log/syslog-ng/syslog-client/syslog-ng.log","/var/log/syslog-ng/syslog-client/syslog-ng.log","86,368",syslog,syslog,"Feb  6 20:09:19 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=11', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=35', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=35', processed='center(received)=35', dropped='global(internal_source)=0', processed='global(internal_source)=5', queued='global(internal_source)=0', processed='destination(d_server)=35', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=35', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=35', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=204', stamp='src.internal(s_test#1)=1770407987', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=5', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1371'","Feb  6 20:09:19 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=11', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=35', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=35', processed='center(received)=35', dropped='global(internal_source)=0', processed='global(internal_source)=5', queued='global(internal_source)=0', processed='destination(d_server)=35', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=35', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=35', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=204', stamp='src.internal(s_test#1)=1770407987', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=5', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1371'",high,high,"beats_input_codec_plain_applied, suspicious_process, security_event","beats_input_codec_plain_applied, suspicious_process, security_event",beats,beats
"Feb 6, 2026 @ 20:59:49.398",1,1,CJyKNJwBviOLClnmG8oF,"syslog-2026.02.06","-","715b75cc-4293-4f28-99c4-c896c00edf85","715b75cc-4293-4f28-99c4-c896c00edf85","78789be5-2faa-4eae-aee8-f474c67f411c","78789be5-2faa-4eae-aee8-f474c67f411c",filebeat,filebeat,filebeat,filebeat,"8.11.0","8.11.0","8.0.0","8.0.0","Feb  6 19:59:47 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=9', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=34', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=34', processed='center(received)=34', dropped='global(internal_source)=0', processed='global(internal_source)=4', queued='global(internal_source)=0', processed='destination(d_server)=34', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=34', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=34', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=169', stamp='src.internal(s_test#1)=1770407415', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=4', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1370'","Feb  6 19:59:47 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=9', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=34', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=34', processed='center(received)=34', dropped='global(internal_source)=0', processed='global(internal_source)=4', queued='global(internal_source)=0', processed='destination(d_server)=34', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=34', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=34', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=169', stamp='src.internal(s_test#1)=1770407415', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=4', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1370'","Suspicious Process","Suspicious Process","x86_64","x86_64",false,filebeat,filebeat,"172.19.0.9","172.19.0.9","A6-4C-6B-2F-FF-D7","A6-4C-6B-2F-FF-D7",filebeat,filebeat,focal,focal,debian,debian,"6.6.87.2-microsoft-standard-WSL2","6.6.87.2-microsoft-standard-WSL2",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"20.04.6 LTS (Focal Fossa)","20.04.6 LTS (Focal Fossa)",log,log,"/var/log/syslog-ng/syslog-client/syslog-ng.log","/var/log/syslog-ng/syslog-client/syslog-ng.log","85,036",syslog,syslog,"Feb  6 19:59:47 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=9', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=34', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=34', processed='center(received)=34', dropped='global(internal_source)=0', processed='global(internal_source)=4', queued='global(internal_source)=0', processed='destination(d_server)=34', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=34', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=34', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=169', stamp='src.internal(s_test#1)=1770407415', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=4', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1370'","Feb  6 19:59:47 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=9', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=34', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=34', processed='center(received)=34', dropped='global(internal_source)=0', processed='global(internal_source)=4', queued='global(internal_source)=0', processed='destination(d_server)=34', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=34', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=34', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=169', stamp='src.internal(s_test#1)=1770407415', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=4', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=1370'",high,high,"beats_input_codec_plain_applied, suspicious_process, security_event","beats_input_codec_plain_applied, suspicious_process, security_event",beats,beats
"Feb 6, 2026 @ 20:50:15.743",1,1,BpyBNJwBviOLClnmVMoX,"syslog-2026.02.06","-","715b75cc-4293-4f28-99c4-c896c00edf85","715b75cc-4293-4f28-99c4-c896c00edf85","78789be5-2faa-4eae-aee8-f474c67f411c","78789be5-2faa-4eae-aee8-f474c67f411c",filebeat,filebeat,filebeat,filebeat,"8.11.0","8.11.0","8.0.0","8.0.0","Feb  6 19:50:15 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=7', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=33', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=33', processed='center(received)=33', dropped='global(internal_source)=0', processed='global(internal_source)=3', queued='global(internal_source)=0', processed='destination(d_server)=33', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=33', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=33', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=133', stamp='src.internal(s_test#1)=1770406899', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=3', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=202'","Feb  6 19:50:15 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=7', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=33', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=33', processed='center(received)=33', dropped='global(internal_source)=0', processed='global(internal_source)=3', queued='global(internal_source)=0', processed='destination(d_server)=33', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=33', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=33', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=133', stamp='src.internal(s_test#1)=1770406899', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=3', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=202'","Suspicious Process","Suspicious Process","x86_64","x86_64",false,filebeat,filebeat,"172.19.0.9","172.19.0.9","A6-4C-6B-2F-FF-D7","A6-4C-6B-2F-FF-D7",filebeat,filebeat,focal,focal,debian,debian,"6.6.87.2-microsoft-standard-WSL2","6.6.87.2-microsoft-standard-WSL2",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"20.04.6 LTS (Focal Fossa)","20.04.6 LTS (Focal Fossa)",log,log,"/var/log/syslog-ng/syslog-client/syslog-ng.log","/var/log/syslog-ng/syslog-client/syslog-ng.log","83,705",syslog,syslog,"Feb  6 19:50:15 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=7', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=33', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=33', processed='center(received)=33', dropped='global(internal_source)=0', processed='global(internal_source)=3', queued='global(internal_source)=0', processed='destination(d_server)=33', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=33', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=33', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=133', stamp='src.internal(s_test#1)=1770406899', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=3', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=202'","Feb  6 19:50:15 syslog-client syslog-ng[7]: Log statistics; processed='global(payload_reallocs)=7', processed='global(sdata_updates)=0', processed='dst.syslog(d_server#0,tcp,syslog-server:514)=33', dropped='dst.syslog(d_server#0,tcp,syslog-server:514)=0', queued='dst.syslog(d_server#0,tcp,syslog-server:514)=0', written='dst.syslog(d_server#0,tcp,syslog-server:514)=33', processed='center(received)=33', dropped='global(internal_source)=0', processed='global(internal_source)=3', queued='global(internal_source)=0', processed='destination(d_server)=33', eps_last_1h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='center(queued)=33', queued='global(scratch_buffers_bytes)=0', memory_usage='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='source(s_test)=33', processed='global(msg_clones)=1', eps_last_24h='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_bytes='dst.syslog(d_server#0,tcp,syslog-server:514)=0', truncated_count='dst.syslog(d_server#0,tcp,syslog-server:514)=0', msg_size_avg='dst.syslog(d_server#0,tcp,syslog-server:514)=133', stamp='src.internal(s_test#1)=1770406899', queued='global(scratch_buffers_count)=0', eps_since_start='dst.syslog(d_server#0,tcp,syslog-server:514)=0', processed='src.internal(s_test#1)=3', msg_size_max='dst.syslog(d_server#0,tcp,syslog-server:514)=202'",high,high,"beats_input_codec_plain_applied, suspicious_process, security_event","beats_input_codec_plain_applied, suspicious_process, security_event",beats,beats
"Feb 6, 2026 @ 20:49:57.048",1,1,BZyBNJwBviOLClnmC8oZ,"syslog-2026.02.06","-","715b75cc-4293-4f28-99c4-c896c00edf85","715b75cc-4293-4f28-99c4-c896c00edf85","78789be5-2faa-4eae-aee8-f474c67f411c","78789be5-2faa-4eae-aee8-f474c67f411c",filebeat,filebeat,filebeat,filebeat,"8.11.0","8.11.0","8.0.0","8.0.0","Feb  6 19:49:51 syslog-client apt[226]: User executed: apt install netcat-traditional","Feb  6 19:49:51 syslog-client apt[226]: User executed: apt install netcat-traditional","Unauthorized Software Installation","Unauthorized Software Installation","x86_64","x86_64",false,filebeat,filebeat,"172.19.0.9","172.19.0.9","A6-4C-6B-2F-FF-D7","A6-4C-6B-2F-FF-D7",filebeat,filebeat,focal,focal,debian,debian,"6.6.87.2-microsoft-standard-WSL2","6.6.87.2-microsoft-standard-WSL2",Ubuntu,Ubuntu,ubuntu,ubuntu,linux,linux,"20.04.6 LTS (Focal Fossa)","20.04.6 LTS (Focal Fossa)",log,log,"/var/log/syslog-ng/syslog-client/apt.log","/var/log/syslog-ng/syslog-client/apt.log",0,syslog,syslog,"Feb  6 19:49:51 syslog-client apt[226]: User executed: apt install netcat-traditional","Feb  6 19:49:51 syslog-client apt[226]: User executed: apt install netcat-traditional",medium,medium,"beats_input_codec_plain_applied, unauthorized_installation, security_event","beats_input_codec_plain_applied, unauthorized_installation, security_event",beats,beats
